id,keywords
70,"['dying and death', 'transporter', 'strong woman', 'stroke of fate', 'advancement', 'sports', 'fight', 'suicide attempt', 'boxer', 'training', 'tragedy', 'female protagonist', 'brutality', 'boxing trainer', 'unlikely friendship', 'female boxing', 'knockout', 'euthanasia', 'determination', 'boxing']"
8960,"[""love of one's life"", 'flying', 'alcohol', 'advertising expert', 'superhero', 'pokies', 'forbidden love', 'lovers', 'invulnerability', 'affection', 'alcoholism', 'los angeles, california', 'duringcreditsstinger', 'desperate']"
4347,"['new love', 'sibling relationship', 'based on novel or book', 'wind', 'nurse', 'loss of loved one', 'flirt', 'world war ii', 'innocence', 'lie', 'letter', 'twist', 'redemption', 'mistake', 'author', 'summer', 'dunkirk', 'london blitz', 'sepsis']"
503919,"['island', 'nightmare', 'isolation', 'mermaid', 'hallucination', 'lighthouse', 'lighthouse keeper   ', 'black and white', 'storm', 'male masturbation', 'new england', 'madness', 'drunkenness', '19th century', 'isolated island', 'foreboding']"
41513,"['moon', 'magic', 'based on comic', 'blue', 'vortex', 'cat and mouse', 'duringcreditsstinger', 'live action and animation']"
4523,"['princess', 'new york city', 'magic', 'fairy tale', 'poison', 'queen', 'prince', 'villain', 'musical', 'portal', 'female protagonist', 'female villain', 'manhattan, new york city', 'evil queen', 'fantasy world', 'evil witch', 'true love', 'part animation', 'live action and animation']"
587792,"['alcohol', 'cave', 'time travel', 'earthquake', 'swimming pool', 'drug use', 'palm springs', 'time loop', 'nemesis', 'wedding', 'maid of honor', 'carefree', 'older sister', 'groundhog day', 'stuck', 'absurd', ""sister's wedding""]"
614479,"['sequel', 'demon', 'insidious', 'malicious', 'supernatural horror', 'evil spirits', 'fifth part', 'sinister']"
877703,"['sequel', 'werewolf', 'supernatural creature', 'based on movie', 'banshee', 'northern california', 'based on tv series']"
400160,"['part live action', 'based on tv series']"
5255,"['faith', 'holiday', 'santa claus', 'nerd', 'bell', 'train', 'beard', 'north pole', 'trestle', 'ticket', 'train travel', 'christmas']"
335797,"['anthropomorphism', 'singing', 'flood', 'singing competition', 'illumination', 'brisk']"
9390,"['career', 'sports', 'stadium', 'american football', 'single mother', 'thoughtful']"
563,"['spacecraft', 'space marine', 'army', 'moon', 'based on novel or book', 'asteroid', 'intelligence', 'dystopia', 'buenos aires, argentina', 'space battle', 'satire', 'giant insect', 'creature', 'soldier', 'drill instructor', 'military', 'bugs']"
122906,"['london, england', 'parent child relationship', 'time travel', 'family secrets', 'cornwall, england', 'family', 'second chance', 'thoughtful', 'philosophical', 'time-manipulation', 'reflective', 'playful', 'introspective', 'intimate', 'joyous', 'sentimental', 'whimsical', 'adoring', 'appreciative', 'celebratory', 'comforting', 'compassionate', 'exuberant', 'hopeful', 'sincere', 'viajes en el tiempo', 'viaje en el tiempo']"
454640,"['island', 'rivalry', 'sequel', 'family', 'animal kingdom', 'cliché']"
4258,"['ballet dancer', 'parody', 'sequel', 'spoof', 'horror spoof', 'demonic possession', 'paranormal activity', 'aftercreditsstinger', 'duringcreditsstinger', 'horror parody']"
103,"['drug dealer', 'vietnam veteran', 'new york city', 'taxi', 'pornography', 'obsession', 'taxi driver', 'pimp', 'firearm', 'politician', 'alienation', 'junk food', 'misanthrophy', 'vigilante', 'cynical', 'illegal prostitution', 'character study', 'loner', 'manhattan, new york city', 'meditative', 'neo-noir', 'child prostitution', 'complex', 'new hollywood', 'dreary', 'cautionary', 'drives', 'provocative', 'antagonistic', 'audacious', 'callous']"
260346,"['california', 'escape', 'funeral', 'gas station', 'detective', 'bodyguard', 'suspicion of murder', 'golf', 'penthouse apartment', 'morgue', 'car crash', 'sequel', 'confusion', 'murder', 'fugitive', 'on the run', 'shootout', 'police chase', 'explosion', 'foot chase', 'anger', 'group of friends', 'death of mother', 'surveillance camera', 'murder investigation', 'failing marriage', 'ex-husband ex-wife relationship', 'police surveillance', 'wanted man', 'police inspector', 'framed for murder', 'protective father', 'gps', 'money problems', 'elevator', 'prime suspect', 'curious', 'college student', 'rich husband', 'thoughtful', 'ex special forces', 'ex-cia agent', 'unhappy marriage', 'unplanned pregnancy', 'spetsnaz', 'secret hideout', 'innocent suspect', 'lost money', 'father daughter relationship', 'army veteran', 'associates', 'secret investigation', 'homicide investigation', 'russian', 'deep sadness', 'enemy', 'evasion', 'understated', 'in love with ex', 'mystery', 'honorable', 'stepfather stepdaughter relationship', 'death of ex', 'spy tech', 'outsmart', 'special skills', 'owe money to criminals', 'amused', 'awestruck', 'enthusiastic']"
948549,"['homicide', 'blackmail', 'fbi', 'new mexico', 'eroticism', 'bisexuality', 'american dream', 'addiction', 'bodybuilder', 'steroids', 'murder', 'dirty cop', 'female protagonist', 'las vegas', 'brutality', 'crime family', 'gym', 'lgbt', 'estranged father', 'fitness', 'woman director', 'albuquerque, new mexico', 'vexed', 'neo-noir', 'female bodybuilder', 'frantic', '1980s', 'abusive husband', 'shooting range', 'father daughter relationship', 'lesbian', 'body horror', 'commanding', 'exhilarated', 'exuberant']"
274857,"['knight', 'king arthur', 'excalibur', 'sword and sorcery']"
671903,[]
479455,"['london, england', 'paris, france', 'secret organization', 'sahara desert', 'based on comic', 'sequel', 'co-workers relationship', 'alien invasion', 'brooklyn, new york city', 'eiffel tower, paris', 'buddy cop', 'alien friendship', 'weapons trafficking', 'marrakesh, morocco']"
7551,"['deja vu', 'technology', 'fbi', 'patriotism', 'new orleans, louisiana', 'time travel', 'wormhole', 'terrorism', 'investigator', 'alternate timeline', 'ferry']"
7191,"['quarantine', 'monster', 'chaos', 'skyscraper', 'supernatural', 'giant monster', 'alien', 'disaster', 'break-up', 'destruction', 'survival horror', 'kaiju', 'military', 'found footage', 'aftercreditsstinger', 'desperate', 'suspenseful', 'ominous', 'pessimistic']"
7443,"['farm', 'northern england', 'escape', 'freedom', 'chicken', 'villain', 'yorkshire', 'stop motion', 'explosion', 'farmer', 'female villain', 'pie machine', 'claymation', 'plasticine', 'royal air force', 'raf', 'whimsical']"
87827,"['sea', 'faith', 'loss of loved one', '1970s', 'zebra', 'survival', 'young boy', 'zookeeper', 'orangutan', 'teenage boy', 'hyena', 'meerkat', 'magic realism', 'cargo ship', 'lifeboat', 'injured animal', 'storm at sea', 'told in flashback', 'wreckage', 'loss of family', 'teenage protagonist', 'family loss', 'flying fish', 'vibrant']"
177677,"['mission', 'london, england', 'spy', 'morocco', 'villain', 'austria', 'europe', 'sequel', 'conspiracy', 'vienna, austria', 'vienna opera', 'based on tv series', 'amused']"
1124641,"['hitman', 'mi6', 'long lost daughter', 'cia agent']"
9475,"['vietnam veteran', 'new york city', 'blindness and impaired vision', 'scholarship', 'boarding school', 'tango', 'thanksgiving', 'limousine', 'new hampshire', 'colonel', 'prank', 'blind', 'tears', 'new england', 'perfume', 'change of heart', 'preparatory school', 'ex military', 'blind man', 'cantankerous', 'ferrari']"
333371,"['kidnapping', 'paranoia', 'bunker', 'basement', 'survivalist', 'apocalypse', 'car accident', 'captive']"
76726,"['friendship', 'flying', 'seattle, washington', 'telekinesis', 'coming of age', 'outcast', 'loneliness', 'super power', 'found footage', 'aftercreditsstinger', 'abuse', 'teenager', 'intense', 'assertive', 'joyful', '超能失控']"
348893,"['prison', 'sports', 'wife', 'affectation', 'sequel', 'accidental death', 'fighting', 'hostile', 'critical', 'intense', 'ambivalent', 'antagonistic', 'appreciative', 'assertive', 'authoritarian', 'complicated', 'conceited', 'defiant', 'disheartening', 'earnest', 'empathetic', 'excited', 'gentle']"
782,"['genetics', 'cheating', 'paraplegic', 'suicide attempt', 'dystopia', 'dna', 'new identity', 'investigation', 'heart disease', 'spaceman', 'fraud', 'space travel', 'fake identity', 'in vitro fertilisation', 'biotechnology', 'space mission', 'space', 'astronaut', 'swimming', 'exercise', 'eugenics', 'murder investigation', 'discrimination', 'brother brother relationship', 'authoritarian']"
1081012,[]
8009,"['new york city', 'martial arts', 'swordplay', 'immortality', 'scotland', 'sword', 'sword fight', 'fictional war', 'dark fantasy', 'warrior', 'sword and sorcery', 'supernatural power', 'good versus evil', 'depressed', 'suspenseful', 'intense', 'adoring', 'commanding', 'defiant', 'empathetic', 'excited', 'hopeful']"
58595,"['magic', 'immortality', 'fairy tale', 'queen', 'imprisonment', 'forest', 'deception', 'eternal youth', 'evil queen', 'evil stepmother', 'based on fairy tale', 'sorceress', 'live action remake']"
497582,"['based on novel or book', 'detective', 'child prodigy', 'victorian england', 'female protagonist', 'period drama', 'female detective', 'runaway teen', 'books', 'mother daughter relationship', 'brother sister relationship', 'detectives', 'sherlock holmes', 'childish love interest', 'excited', 'indifferent']"
856,"['lovesickness', 'based on novel or book', 'falsely accused', 'movie business', 'innocence', 'suspicion of murder', 'cartoon', 'villain', 'mental breakdown', 'melancholy', 'whodunit', 'los angeles, california', 'private detective', 'movie star', 'cartoon rabbit', 'neo-noir', '1940s', 'live action and animation', 'dreary', 'cheerful']"
1084153,"['new york city', 'computer animation', ""children's adventure"", 'sneakers', 'absurd', 'cliché', 'disdainful', 'distressing', 'cgi animation', 'anthropomorphic shoe']"
670292,"['artificial intelligence (a.i.)', 'asia', 'robot', 'space station', 'kids', 'ex special forces', 'missing wife', 'near future', 'war against machines']"
8920,"['cat', 'competition', 'mascot', 'based on comic', 'lasagne', 'pets', 'live action and animation', 'cgi-live action hybrid']"
1145725,[]
84892,"['school friend', 'depression', 'high school', 'friendship', 'based on novel or book', 'trauma', 'coming of age', 'freshman', 'school', 'teenage boy', 'high school student', 'first love', 'aunt nephew relationship', 'lgbt', 'mental health', 'lgbt teen', 'pittsburgh, pennsylvania', 'candid', 'thoughtful', '1990s', 'based on young adult novel', 'gay theme', 'serious', ""boys' love (bl)"", 'teenager', 'reminiscent', 'romantic', 'admiring', 'amused', 'appreciative']"
531219,"['hotel', 'witch', 'based on novel or book', 'mouse', 'transformation', 'orphan', ""based on children's book"", 'talking animal']"
45612,"['race against time', 'bomb', 'virtual reality', 'identity', 'investigation', 'bomber', 'suspicion', 'surrealism', 'time loop', 'soldier', 'helicopter pilot', 'augmented reality', 'action']"
927,"['small town', 'monster', 'holiday', 'department store', 'pet', 'human animal relationship', 'bars and restaurants', 'sunlight', 'chain saw', 'salesperson', 'midnight', 'fur', 'gremlin', 'banking', 'ymca', 'puppet', 'puppetry', 'christmas', 'pets', 'absurd', 'hilarious', 'whimsical', 'enchant', 'joyful']"
445571,"['jealousy', 'husband wife relationship', 'married couple', 'sarcasm', 'dark comedy', 'insult', 'revenge', 'neighbor', 'dog', 'game', 'group of friends', 'corvette stingray', 'creepy neighbor', 'aftercreditsstinger', 'embarrasment', 'brother brother relationship', 'board games']"
756999,"['mask', 'small town', 'child abuse', 'dreams', 'sibling relationship', 'kidnapping', 'sadistic', '1970s', 'supernatural', 'cellar', 'colorado', 'bullying', 'basement', 'serial killer', 'based on short story', 'alcoholic father', 'child kidnapping']"
9798,"['washington dc, usa', 'wiretap', 'satellite', 'national security agency (nsa)', 'murder', 'invasion of privacy', 'on the run', 'mafia', 'false accusations', 'surveillance', 'tape recording \xa0', 'tracking device', 'congressman', 'married man', 'concealed cameras', 'surveillance state', 'faraday', 'christmas time', 'baltimore, maryland', 'antagonistic', 'authoritarian', 'confidential source', 'entire life upended', 'labor lawyer', 'discredit']"
8699,"['1970s', 'journalism', 'sexism', 'ladder', 'panda', 'tv show in film', 'mustache', 'screwball comedy', 'battle of the sexes', 'misogynist', 'teleprompter', 'gang warfare', 'aftercreditsstinger', 'duringcreditsstinger', 'news spoof']"
9297,"['mission', 'monster', 'halloween', 'haunted house', 'neighbor', 'curious', 'kids']"
190859,"['sniper', 'based on novel or book', 'biography', 'iraq', 'u.s. navy seal', 'iraq war', 'u.s. soldier', 'u.s. marine', '9/11', 'pack', 'guns']"
9804,"['sailboat', 'human evolution', 'tattoo', 'ocean', 'mutant', 'pirate gang', 'pirate', 'melting ice caps', 'oil tanker', 'barmaid', 'free diving', 'water planet', 'environmental disaster', 'reluctant hero', 'underwater fight', 'new species of human', 'genetic mutation', 'survival at sea', 'fuel shortage', 'special child', 'futuristic world']"
10184,"['friendship', 'based on novel or book', 'married couple', 'relationship problems', 'relationship', 'extramarital affair', 'duringcreditsstinger', 'dating woes', 'single woman', 'interpersonal relationships', 'baltimore, maryland']"
947,"['epic', 'cairo', 'world war i', 'arabian', 'horse', 'jerusalem', 'british army', 'british empire', 'damascus', 'camel', 'based on true story', 'historical fiction', 'quicksand', 'desert', 'arab', 'thoughtful', 'ottoman empire', 'provocative']"
19912,"['dying and death', 'plan', 'car race', 'gore', 'stock car racing', 'car crash', 'premonition', 'vision', 'death', 'cheating death', 'supernatural horror', 'horror', 'teen scream']"
82693,"['depression', 'infidelity', 'dancing', 'friendship', 'philadelphia, pennsylvania', 'based on novel or book', 'widow', 'superstition', 'letter', 'dance competition', 'teacher', 'mental institution', 'therapy', 'mental illness', 'ex-wife', 'institutionalization', 'death of husband', 'father son relationship', 'cheating wife']"
49519,"['daughter', 'parent child relationship', 'stone age', 'father', 'prehistory', 'ancient world', 'family', 'cavemen', 'aftercreditsstinger', 'duringcreditsstinger', 'pets']"
75258,"['cold', 'winter', 'fairy tale', 'fairy', 'sister', 'separation', 'duringcreditsstinger', 'woman director']"
5174,"['martial arts', 'ambassador', 'cop', 'los angeles, california', 'interracial friendship', 'buddy cop', 'criminal organization', 'action hero']"
1422,"['police', 'undercover', 'boston, massachusetts', 'gangster', 'irish-american', 'crime boss', 'friends', 'remake', 'mobster', 'organized crime', 'mafia', 'undercover cop', 'mole', 'state police', 'police training', 'realtor', 'dreary', 'frightened']"
956842,"['nasa', 'affectation', 'romcom', 'moon landing', 'space race', 'nostalgic', '1960s', 'apollo program', 'playful', 'absurd', 'hilarious', 'admiring', 'adoring', 'amused', 'audacious']"
39513,"['san diego, california', 'alien', 'area 51', 'alien space craft', 'duringcreditsstinger', '1980s']"
197,"['epic', 'england', 'scotland', 'loss of loved one', 'idealism', 'based on true story', 'medieval', 'war']"
9567,"['civil war', 'war crimes', 'refugee', 'village', 'evacuation', 'border', 'rescue mission', 'us army', 'nigeria', 'president', 'doctor', 'massacre', 'brutality', 'military', 'child soldier']"
337339,"['new york city', 'submarine', 'rescue mission', 'sequel', 'street race', 'betrayal', 'criminal mastermind', 'mysterious woman']"
2322,"['hacker', 'mathematician', 'assignment', 'calm', 'relaxed', 'sympathetic']"
75612,"['spacecraft', 'dystopia', 'post-apocalyptic future', 'based on comic', 'space', 'drone', 'surveillance', 'human vs alien', '2070s', 'apologetic', 'assertive', 'bold']"
663712,"['halloween', 'clown', 'gore', 'resurrection', 'sequel', 'slasher', 'killer', 'macabre', 'killer clown', 'duringcreditsstinger', 'evil clown', 'halloween night', 'crowdfunded film', 'independent film', 'megaslasher', 'dramatic', 'audacious']"
608,"['new york city', 'space marine', 'saving the world', 'flying saucer', 'undercover', 'secret identity', 'superhero', 'deportation', 'illegal immigration', 'new identity', 'firearm', 'light', 'based on comic', 'alien', 'buddy cop', 'fictional government agency']"
64084,"['widow', 'seduction', 'death', 'erotic movie', 'pretending to be gay']"
634,"['daughter', 'london, england', 'lovesickness', 'england', 'sexual frustration', 'alcohol', 'parent child relationship', 'telecaster', 'birthday', 'cigarette', 'diary', 'lawyer', 'reporter', 'extramarital affair', 'duringcreditsstinger', 'woman director']"
9659,"['australia', 'petrol', 'baby', 'chain', 'dystopia', 'post-apocalyptic future', 'exploitation', 'villain', 'bridge', 'matter of life and death', 'benzine', 'biker', 'cop', 'partner', 'truck', 'vigilante', 'gasoline', 'motorcycle', 'motorcycle gang', 'exploding car', 'psychotic', 'adventurer', 'angry', 'hostile', 'aggressive', 'action hero', 'out of fuel', 'good versus evil', 'violence', 'antagonistic', 'forceful', 'harsh', 'ominous', 'urgent', 'fuel shortage']"
22803,"['prison', 'assassin', 'philadelphia, pennsylvania', 'bomb', 'secret passage', 'deal', 'investigation', 'explosion', 'justice', 'criminal mastermind', 'district attorney', 'courtroom', 'rape and revenge', 'vigilantism', 'vigilante justice']"
53182,"['based on comic', 'sword fight', 'soldier', 'massacre', 'slow motion', 'based on graphic novel', 'ancient greece', 'duringcreditsstinger', 'sea battle', 'hand to hand combat', 'naval warfare', 'ancient warfare', 'sparta greece', 'warriors', '5th century bc', 'athenian', 'sword and sandal', 'god king', 'sword and shield']"
881,"['underdog', 'dying and death', 'suicide', 'navy', 'right and justice', 'court case', 'suspicion of murder', 'guantanamo bay', 'marine corps', 'military court', 'code red', 'command', 'military base', 'u.s. navy', 'sexism', 'based on play or musical', 'flashback', 'court martial', 'platoon leader', 'military law', 'legal thriller']"
482321,"['family', 'best friend forever']"
9739,"['future', 'martial arts', 'helicopter', 'police', 'psychopath', 'crime fighter', 'dystopia', 'museum', 'social control', 'cryogenics', 'utopia', 'fistfight', 'prison escape', 'product placement', 'betrayal', 'shootout', 'cyberpunk', 'explosion', 'foot chase', 'warden', 'subterranean', 'totalitarianism', 'censorship', 'culture shock', 'knitting', '2030s']"
49047,"['space mission', 'loss', 'space', 'astronaut', 'space station', 'trapped in space', 'inspirational', 'ambiguous', 'awestruck', 'euphoric', 'foreboding', 'tragic']"
9016,"['mutiny', 'space marine', 'based on novel or book', 'loss of loved one', 'cyborg', 'map', 'villain', 'pirate gang', 'treasure hunt', 'treasure map', 'alien', 'little boy', 'money', 'space', 'steampunk', 'planet', 'robot', 'troubled teen', 'robot cop', 'space pirate', 'flying ship', 'hoverboard', 'robot police', 'admiring']"
273481,"['mission', 'assassin', 'central intelligence agency (cia)', 'mexico', 'corruption', 'bomb', 'fbi', 'smoking', 'texas', 'border', 'manipulation', 'cynicism', 'revenge', 'murder', 'dirty cop', 'football (soccer)', 'brutality', 'drugs', 'special forces', 'interrogation', 'desert', 'surveillance', 'night vision', 'death of daughter', 'moral dilemma', 'neo-noir', 'death of wife', 'mexican cartel', 'secret tunnel', 'violence', 'audacious', 'juárez, mexico']"
965150,"['hotel', 'depression', 'karaoke', 'tourist', 'vacation', 'turkey', 'swimming pool', 'coming of age', 'memory', 'tai chi', 'family vacation', 'first kiss', 'teenage daughter', 'lgbt', 'semi autobiographical', 'video recorder', 'woman director', 'moody', 'rug', 'father daughter relationship', 'reminiscing', 'gay theme', 'bittersweet', 'queer loneliness']"
402331,"['hunting human beings', 'sequel', 'mixed martial arts (mma)', 'jungle', 'retired', 'human prey', 'union of myanmar (burma)']"
937393,"['drowning', 'military officer', 'vacation', 'demon', 'demonic possession', 'found footage', 'japanese folklore', 'near-death experience', 'screenlife']"
616,"['japan', 'samurai', 'swordplay', 'general', 'sense of guilt', 'war veteran', 'sword', 'war crimes', 'loss of loved one', 'self-discovery', 'arms deal', 'homeland', 'katana', 'emperor', 'language barrier', 'mountain village', 'foreign legion', 'insurgence', 'mercenary', 'campaign', 'war strategy', 'gettysburg', 'slaughter', 'soldier', 'period drama', 'alcoholic', 'u.s. soldier', 'japanese army', 'warrior', '19th century', 'war trauma', 'vindictive', 'intense', 'antagonistic']"
68734,"['central intelligence agency (cia)', 'husband wife relationship', 'revolution', 'press conference', 'biography', 'american abroad', 'extraction', 'iran hostage crisis', 'intelligence agent', 'langley virginia', '1980s', 'political thriller', 'factual']"
4638,"['countryside', 'police', 'village', 'arrest', 'parody', 'partner', 'murder', 'rural area', 'conspiracy', 'serial killer', 'gunfight', 'police force', 'buddy cop', 'accident']"
869,"['space marine', 'gorilla', 'revolution', 'dystopia', 'space suit', 'chimp', 'slavery', 'time travel', 'space travel', 'alien planet', 'ape', 'human subjugation']"
813,"['chicago, illinois', 'post-traumatic stress disorder (ptsd)', 'airplane', 'cataclysm', 'guitar', 'alcohol', 'stewardess', 'taxi driver', 'passenger', 'fear of flying', 'pilot', 'medicine', 'air controller', 'landing', 'saxophone', 'autopilot', 'parody', 'spoof', 'food poisoning', 'los angeles, california', 'alcohol abuse', 'aftercreditsstinger', 'inflatable life raft', 'anarchic comedy']"
82675,"['kidnapping', 'fbi', 'turkey', 'police chase', 'teenage daughter', 'stealing a car', 'ex-husband ex-wife relationship', 'albanian', 'u.s. embassy', 'aggressive', 'furious']"
371645,"['countryside', 'based on novel or book', 'wild boar', 'delinquent', 'new zealand', 'wilderness', 'coming of age', 'dog', 'foster family', 'nature']"
10193,"['escape', 'hostage', 'college', 'villain', 'sequel', 'buddy', 'daycare', 'teddy bear', 'duringcreditsstinger', 'toy comes to life', 'personification', 'inanimate objects come to life']"
929,"['new york city', 'atomic bomb', 'missile', 'intelligence', 'pregnancy', 'destroy', 'boat accident', 'giant monster', 'atomic bomb test', 'us army', 'flowerpot', 'creature', 'kaiju', 'military', 'animal horror', 'godzilla']"
522938,"['post-traumatic stress disorder (ptsd)', 'arizona', 'human trafficking', 'affectation', 'sequel', 'father figure', 'last stand', 'horse ranch', 'mexican american border', 'revenge plot', 'angry', 'mexican cartel', 'vindictive']"
162,"['underdog', 'small town', 'unsociability', 'inventor', 'hairdresser', 'isolation', 'scissors', 'burglar', 'love at first sight', 'fairy tale', 'sadness', 'symbolism', 'castle', 'alone', 'flashback', 'tragic love', 'snow', 'gothic', 'told in flashback', 'christmas horror', 'christmas', 'artificial', 'hair salon', 'signs & wonders', 'wonder', 'love story', 'goth', 'frankenstein', 'introspective', 'topiary', 'sentimental', 'awestruck', 'compassionate', 'earnest', 'gentle', 'suburban gothic']"
291805,"['prison', 'new york city', 'magic', 'kidnapping', 'fbi', 'card trick', 'secret society', 'hypnosis', 'illusion', 'twin brother', 'heist', 'revenge', 'vigilante', 'on the run', 'fake death', 'macau', 'curious', 'perception', 'illusionist', 'secrecy', 'illusionism', 'debunker', 'sleight of hand', 'fbi agent']"
294254,"['based on novel or book', 'escape', 'resistance', 'dystopia', 'maze', 'post-apocalyptic future', 'infection', 'on the run', 'zombie', 'storm', 'disease', 'desert', 'sewer', 'antidote', 'corporation', 'virus', 'runner', 'city ruin', 'immunity', 'based on young adult novel']"
10195,"['new mexico', 'superhero', 'redemption', 'banishment', 'based on comic', 'brother against brother', 'norse mythology', 'aftercreditsstinger', 'marvel cinematic universe (mcu)', 'worlds collide', 'god of thunder', 'fantasy', 'egotistical']"
76,"['sunrise', 'talking', 'soulmates', 'walking', 'austria', 'vienna, austria', 'semi autobiographical', 'playful', 'lighthearted', 'cliché']"
9792,"['van', 'rape', 'ambush', 'gas station', 'new mexico', 'gore', 'remake', 'serial killer', 'slasher', 'brutality', 'cannibal', 'killer', 'desert', 'family holiday', 'madness', 'ghost town', 'torture porn', 'lost in the desert', 'nuclear testing', 'human monster']"
1203329,"['based on novel or book', 'kingdom', 'lovers', 'pearls', 'merpeople', 'monster hunter']"
10198,"['princess', 'voodoo', 'new orleans, louisiana', 'restaurant', 'villain', 'kiss', 'musical', 'turns into animal', 'cajun', 'firefly', 'based on fairy tale', 'duringcreditsstinger', 'big dreams', 'frog prince', 'charlatan', '1920s', 'magic spell']"
68737,"['based on novel or book', 'magic', 'chosen one', 'witch hunt', 'dark fantasy', 'evil witch', 'sword and sorcery', 'based on young adult novel']"
7508,"['jealousy', 'parent child relationship', 'boarding school', 'painter', 'father', 'dyslexia', 'teacher', 'little boy', 'india', 'childhood', 'teachers and students', 'bollywood']"
76163,"['airplane', 'loss of loved one', 'mercenary', 'airplane crash', 'beard', 'wisecrack humor', 'airport lounge', 'asian woman']"
232672,"['single parent', 'baseball', 'extreme sports', 'safari', 'south africa', 'blind date', 'romcom', 'wildlife', 'wild animal', 'teenage crush', 'family vacation', 'single mother', 'divorcee', 'divorced woman', 'widower', 'single father', 'tomboy', 'death of mother', 'spring break', 'mother figure', 'father figure', 'mother son relationship', 'father daughter relationship', 'african music', 'playful', 'absent father', 'hilarious', 'enthusiastic']"
1329336,"['amulet', 'heist']"
30497,"['van', 'gas station', 'sadistic', 'texas', 'midnight movie', 'leatherface', 'hitchhiker', 'slaughterhouse', 'chainsaw', 'cannibal', 'family', 'polaroid', 'grave robber', 'cannibalism', 'vacation gone wrong', 'one day']"
774825,"['ice age', 'snow', 'spin off', 'polar adventure']"
9836,"['fish', 'ocean', 'zoo', 'penguin', 'tap dancing', 'anthropomorphism', 'love', 'crush', 'snow', 'singing', 'antarctica', 'family', 'duringcreditsstinger', 'inspirational']"
10545,"['dance', 'paris, france', 'based on novel or book', 'judge', 'sword', 'obsession', 'mockery', 'ugliness', 'cathedral', 'cartoon', 'villain', 'musical', 'fool', 'bell', 'religion', 'orphan', 'army captain', 'festival', 'angry mob', 'notre dame cathedral', 'witch hunt', '15th century']"
37735,"['high school', 'small town', 'lie', 'loss of virginity', 'coming of age', 'teen movie', 'school', 'female protagonist', 'high school student', 'teen comedy', 'intelligent', 'duringcreditsstinger', 'small town girl', 'rumor', 'teen drama', 'pretend relationship', 'gay friend', 'teenager']"
9257,"['liberation', 'transport of prisoners', 'special unit', 'los angeles, california']"
65,"['individual', 'adolescence', 'rap music', 'hip-hop', 'rhyme battle', 'trailer park', 'street gang', 'ethnic stereotype', 'rapper', 'ghetto', 'single', 'detroit, michigan', 'semi autobiographical', '1990s', 'battle rap']"
37094,"['detective', 'rocket launcher', 'retirement', 'traffic jam', 'gang', 'los angeles, california', 'divorce', 'anger', 'cynical', 'psychotic', 'inequality', 'road rage', 'urban decay', 'laid off', 'disturbed', 'aggressive', 'philosophical', 'unassuming', 'price gouging', 'cautionary', 'suspenseful', 'critical', 'intense', 'antagonistic', 'farcical']"
1265,"['friendship', 'sibling relationship', 'bullying', 'neighbor', 'school', 'drawing', ""based on children's book"", 'nostalgic', 'school bus', 'creek', 'clubhouse', 'reality vs fantasy', 'outsider', 'fantasy world', 'angry', 'overflowing with imagination', 'tragic']"
9377,"['chicago, illinois', 'high school', 'independence', 'coming of age', 'caper', 'breaking the fourth wall', 'teen movie', 'fantasy sequence', 'car theft', 'skipping school', 'taunting', 'aftercreditsstinger', 'duringcreditsstinger', 'truancy', 'day in a life', '1980s', 'introspective', 'teenager', 'reminiscent', 'witty']"
1306845,['bollywood']
166428,"['based on novel or book', 'flying', 'villain', 'vikings (norsemen)', 'sequel', 'overpopulation', 'dragon', 'love interest', ""based on children's book"", 'insecure']"
5876,"['monster', 'based on novel or book', 'supermarket', 'fight', 'faith', 'prayer', 'spider', 'fog', 'giant monster', 'giant spider', 'giant insect', 'survival', 'disaster', 'angry mob', 'mass hysteria', 'trapped in building', 'giant octopus', 'giant crab', 'father son relationship', 'experiment gone awry', 'religious fanaticism', 'bible thumper']"
345,"['new york city', 'prostitute', 'based on novel or book', 'sexual obsession', 'sacrifice', 'christmas party', 'eroticism', 'orgy', 'masked ball', 'marriage', 'secret society', 'cult', 'marijuana', 'conspiracy', 'consumerism', 'mansion', 'doctor', 'lust', 'drugs', 'disguise', 'illegal prostitution', 'sexual desire', 'ego', 'bribery', 'macabre', 'voyeurism', 'paranoid', 'male egos', 'sex party', 'marital crisis', 'relationships', 'costume shop', 'hooker', 'grand', 'provocative', 'absurd', 'dramatic', 'suspenseful', 'critical', 'tense', 'romantic', 'audacious', 'bold']"
8909,"['mission of murder', 'secret base', 'secret organization', 'instinct', 'train crash', 'revenge', 'betrayal', 'fate', 'based on graphic novel', 'healing process', 'hidden powers', 'legacy', 'secret code', 'trainsurfing', 'weapons training', 'office worker', 'physical training', 'pushover', 'intense', 'assassins', 'extraordinary powers', 'vibrant', 'murder of father']"
24,"['martial arts', 'japan', 'kung fu', 'showdown', 'coma', 'sword', 'asia', 'yakuza', 'bride', 'sword fight', 'revenge', 'vigilante', 'female yakuza', 'animated scene', 'wedding', 'samurai sword', 'eye patch', 'retribution', 'somber', 'pessimistic']"
23728,"['spy', 'spoof', 'super spy']"
277217,"['witch', 'high school', 'magic', 'fairy tale', 'villain', 'musical', 'coming of age', 'teen movie', 'fairy godmother', 'teenage protagonist', 'maleficent']"
522931,"['hitman', 'bodyguard', 'sequel', 'aftercreditsstinger', 'duringcreditsstinger']"
