id,platforms
49104,"Xbox One, PlayStation 4, Nintendo Switch, PC, Classic Macintosh"
2647,"PC, Xbox, PlayStation 4, PlayStation 3, PlayStation 2"
15017,"PlayStation 4, Nintendo Switch, PC"
1984,"Wii U, Xbox One, PlayStation 4, PS Vita, Nintendo Switch, PC, macOS, Linux"
49874,"Xbox One, Nintendo Switch, macOS, Linux, PlayStation 4, PC"
59346,"Xbox One, PlayStation 4, macOS, PC"
1378,"Xbox One, PlayStation 3, PlayStation 4, macOS, PC, Linux"
3219,"PC, Xbox One, PlayStation 4"
12074,"Xbox 360, PlayStation 3, PC"
66817,"PlayStation 4, Android, iOS"
545015,"PlayStation 5, Xbox Series S/X, PlayStation 4, macOS, PC, iOS, Nintendo Switch, Xbox One"
28859,"PlayStation 4, Xbox 360, Nintendo Switch, PC, Xbox One"
440081,"Xbox Series S/X, Xbox One, PC, PlayStation 5"
43982,"Xbox One, Nintendo Switch, PlayStation 4, PC, macOS"
13350,"PlayStation 4, Linux, macOS, Xbox One, PC, iOS, Nintendo Switch"
46000,"Xbox One, macOS, iOS, PC, PlayStation 4, Nintendo Switch"
4521,"Xbox 360, PC, PlayStation 3, Xbox One"
58820,"PC, Xbox One, PlayStation 4"
9964,"Nintendo Switch, PlayStation 4, Android, Xbox One, macOS, Linux, iOS, PC"
881,"PC, Xbox One"
325094,"iOS, Xbox One, PC, Nintendo Switch, PlayStation 4, Android"
3849,PlayStation 4
3121,"PlayStation 3, PlayStation 4, PC"
17650,"Linux, macOS, PC, Xbox 360, PlayStation 3"
21,"PC, Xbox One, PlayStation 4"
2453,"iOS, Xbox 360, Xbox One, PC"
326238,"Xbox One, Xbox Series S/X, PC"
4234,"Xbox One, Xbox 360, PlayStation 4, PC, PlayStation 3"
52997,"PC, PlayStation, Game Boy Color, PlayStation 3, Dreamcast"
2857,"Linux, Nintendo Switch, PlayStation 4, PC, macOS, Android"
391397,"Xbox Series S/X, PC, PlayStation 5, Xbox One"
4493,"PlayStation 3, PlayStation 2, Xbox, Xbox 360, Wii, GameCube, PC, Xbox One"
13843,"Linux, macOS, PC, Xbox One, PlayStation 4"
4813,"PC, PlayStation 3, Xbox 360"
1241,"Linux, macOS, PC, Xbox One, PlayStation 4, Nintendo Switch"
274756,"Nintendo Switch, PC, Xbox One, PlayStation 4"
5718,"Xbox One, PC"
19377,"PC, Xbox 360"
795632,"PlayStation 4, PC, iOS, PlayStation 5, Xbox Series S/X"
3238,"Xbox One, PC"
287342,"Xbox One, Nintendo Switch, PC, macOS, PlayStation 4, Xbox Series S/X, PlayStation 5"
11189,"Xbox One, PlayStation 4, Nintendo Switch, macOS, PC, Linux"
3533,"PlayStation 4, PS Vita, PlayStation 3, PC, iOS"
7536,"Xbox One, PC"
5432,"PC, PlayStation 3, Xbox 360"
58861,"PlayStation 4, Xbox One, PC"
366083,"PlayStation 5, Xbox Series S/X, PlayStation 4, Nintendo Switch, macOS, PC, Xbox One"
582,"PlayStation 4, PS Vita, Xbox One, PC, macOS, Linux, Nintendo Switch"
59352,"Xbox One, PlayStation 4, PC"
15853,"PC, PlayStation 3, Xbox 360, Xbox One"
4046,"PlayStation 3, Xbox 360, PC"
3759,"Xbox 360, PC, PlayStation 3, Xbox One"
58776,"Xbox One, PC, PlayStation 4"
23458,"PlayStation 4, PC"
10370,"PlayStation 4, PC, Xbox One, Nintendo Switch, macOS"
338386,"Android, PlayStation 4, PC, iOS, Xbox One, Nintendo Switch"
3186,PlayStation 4
44931,"Linux, Android, PlayStation 4, Nintendo Switch, Xbox One, PC, macOS, iOS"
5115,"PlayStation 4, PC, PlayStation"
4519,"PC, Xbox 360, PlayStation 3"
1184,"Xbox One, PC, macOS, Linux, Nintendo Switch, PlayStation 4"
274758,"Xbox Series S/X, PlayStation 4, Nintendo Switch, Linux, macOS, PC, PlayStation 5, Xbox One"
10165,"PlayStation 4, PC"
422859,"PC, Xbox One, PlayStation 4"
19572,"PC, Xbox 360"
4875,"PC, PlayStation 3"
12729,"Xbox One, macOS, Nintendo DS, PC, Nintendo 3DS, Wii, Xbox 360, PlayStation 3, PSP"
1562,"PlayStation 4, Linux, PC, iOS, Android, macOS"
471027,"Xbox Series S/X, PlayStation 4, Nintendo Switch, PC, Xbox One"
17543,"PC, PS Vita, PlayStation 4, Xbox 360, Wii U, Nintendo 3DS, macOS, iOS, Xbox One, PlayStation 3"
17573,"Xbox 360, macOS, PC, Linux"
10786,"Xbox 360, PlayStation 3, PlayStation 4, PC"
3871,"PC, PlayStation 3, PS Vita, Linux, macOS"
10069,"Xbox One, PlayStation 5, Xbox Series S/X, PlayStation 4, PC"
10878,"Xbox One, Nintendo Switch, PlayStation 4, PS Vita, PC"
9612,"PlayStation 4, Nintendo Switch, PC, Xbox One"
440083,"PlayStation 4, PlayStation 5, PC, Xbox One, Xbox Series S/X"
4005,"Jaguar, 3DO, SNES, Classic Macintosh, Game Boy Advance, PlayStation 3, Xbox 360, PC, Xbox One, iOS, macOS"
272448,"Xbox One, Nintendo Switch, PC, macOS, Linux"
58549,"PlayStation 4, Xbox One"
47234,"PC, PlayStation 4"
52179,"iOS, PC, macOS, Linux, Xbox One, PlayStation 4, Nintendo Switch"
1195,"PC, PS Vita, PlayStation 4"
1999,"Nintendo Switch, PSP, PlayStation 4, PlayStation 3, PS Vita, Nintendo 3DS, Xbox 360, macOS, iOS, Linux, PC, Android"
10986,"Nintendo Switch, macOS, PC, Xbox One, PlayStation 4"
44030,"Xbox One, PlayStation 4, Nintendo Switch, PC"
9603,"Nintendo Switch, Xbox One, PlayStation 4, PC"
10130,"PlayStation 4, macOS, Xbox One, PC"
59199,"PlayStation 4, Nintendo Switch, macOS, PC, iOS, Xbox One"
29179,"PS Vita, PlayStation 2, PlayStation 3"
578,"Xbox One, PlayStation 4, PC"
4700,"Xbox 360, Xbox One, PlayStation 3"
4356,PlayStation 3
12245,"PC, PlayStation 4, Nintendo Switch, Xbox One, macOS"
45156,"Linux, macOS, Xbox One, PlayStation 4, PC"
23576,"PS Vita, PC, PlayStation 4"
5520,"PC, PlayStation 3, Xbox 360"
52175,"Xbox One, Game Boy, NES, Game Gear, Commodore / Amiga, Genesis, PC"
20654,"PlayStation 3, Xbox 360, PC, Xbox One"
4380,"PC, PlayStation 3, Xbox 360"
17831,"Xbox 360, macOS, Linux, PC"
754888,"PC, PlayStation 5, Xbox Series S/X, PlayStation 4, Xbox One"
3545,"Wii U, PlayStation 4, PlayStation 3, PS Vita, PC, macOS"
423947,"PlayStation 4, PC, Nintendo Switch, Xbox One"
10301,"Xbox One, PC, Linux, PlayStation 4"
1935,"Xbox One, Nintendo 3DS, Wii U, PlayStation 3, PlayStation 4, PC, macOS, PS Vita, Xbox 360, Android, iOS"
43242,"PC, Xbox One"
4418,"PC, PlayStation 3, Xbox One, Xbox 360"
58783,"PC, Xbox One, Nintendo Switch, PlayStation 4"
286474,"macOS, PC, Nintendo Switch, Xbox One, Linux, PlayStation 4"
9540,"PlayStation 4, Nintendo Switch, Linux, macOS, PC, Wii U, Xbox One"
10163,"Wii, PC, iOS, Xbox One, PlayStation 4"
964,"PC, Xbox One, Xbox 360, PlayStation 4, Android, macOS, iOS"
1794,"Xbox One, PlayStation 4, PC"
45775,"PlayStation 5, Xbox Series S/X, PC, Nintendo Switch, Xbox One, PlayStation 4"
3388,"PlayStation 4, PC, Nintendo Switch, Xbox One"
60783,"PC, Xbox Series S/X, Nintendo Switch, PlayStation 5, Xbox One, PlayStation 4"
16252,"Xbox One, PlayStation 5, Xbox Series S/X, Nintendo Switch, PC, PlayStation 4, macOS"
3463,"PS Vita, PlayStation 3, PlayStation 4"
10171,"Xbox One, PlayStation 4, macOS, PC, Linux, iOS"
23659,"Nintendo Switch, PlayStation 4, PC"
161,"Xbox One, PlayStation 4, Nintendo Switch, PC"
5653,"PC, PlayStation 3, Xbox 360"
573123,"Xbox Series S/X, PlayStation 5, Xbox One, PlayStation 4, PC, Nintendo Switch"
236751,"PC, macOS, Xbox One, Linux, PlayStation 4"
440086,"PlayStation 5, Xbox Series S/X, PC, Xbox One, PlayStation 4"
442847,"PC, Xbox One, Nintendo Switch, PlayStation 4, Xbox Series S/X, PlayStation 5"
2866,"Nintendo 3DS, Xbox One, PlayStation 3, PlayStation 4, PS Vita, Xbox 360, PC, macOS, Wii U, iOS"
29233,"PlayStation 4, Nintendo Switch, Linux, macOS, PC, Xbox One"
13038,"PlayStation 2, Xbox One, Xbox 360, PC, PlayStation 3, PlayStation 4, Xbox, GameCube"
2568,"PS Vita, PlayStation 3, PC, Linux, macOS"
657,"Xbox One, PC, Xbox 360"
764,"Xbox One, PlayStation 3, PlayStation 4, Nintendo Switch, PC"
428208,"PC, iOS, Xbox One, Nintendo Switch"
3304,"PlayStation 4, Xbox 360, Android, PC, Linux, macOS"
19400,"Android, PSP, PlayStation 3, PC, Xbox 360"
3746,"PS Vita, PlayStation 3, iOS, PC, Linux, Android, macOS"
4298,"PlayStation 3, macOS, PC, Linux"
19347,"Xbox 360, PC"
564757,"PC, Nintendo Switch, Xbox Series S/X, Xbox One, PlayStation 5, PlayStation 4"
379486,"Nintendo Switch, Xbox One, PlayStation 4, PC"
28089,"PlayStation 4, PC, Xbox One"
227,"Nintendo Switch, PlayStation 4, Xbox One, PC"
2468,"Xbox One, PlayStation 4, PC"
17507,"Xbox 360, PC, PlayStation 3"
15234,"Android, PlayStation 4, PC, Xbox One, iOS, Nintendo Switch"
3133,"Nintendo Switch, Xbox One, PlayStation 4, PlayStation 3, PC, macOS"
45894,"PlayStation 4, Xbox One, PC"
26,"PlayStation 4, PC"
3203,"Xbox One, Android, PC, macOS, PlayStation 4, iOS"
723957,"Android, PC, iOS, Xbox One, PlayStation 4"
50566,"PC, Xbox 360, Xbox One"
2446,"PlayStation 4, Xbox One, PC, macOS"
597,"Android, PSP, Linux, macOS, PC, iOS, Nintendo 3DS, Wii U, PlayStation 3"
460524,"PlayStation 5, PC, PlayStation 4, Xbox One"
251484,"iOS, PC, PlayStation 3"
61044,"PC, Xbox One, PlayStation 4"
50165,"PlayStation 4, Xbox One, Nintendo Switch, Android, PC, macOS, Linux"
45730,"Xbox One, Nintendo Switch, PlayStation 4, PC"
12614,"Linux, PC, PlayStation 4, Nintendo Switch, macOS"
933,"Xbox One, PlayStation 4, Nintendo Switch, PC"
44764,"PlayStation 4, iOS, Android"
15176,"PlayStation 4, PC"
420977,"PC, Nintendo Switch, Xbox One, PlayStation 4"
4327,"PlayStation 3, Xbox 360, PC"
46410,"Xbox One, PlayStation 4, Nintendo Switch, macOS, PC"
1036,"Nintendo Switch, PlayStation 4, PC, macOS, Xbox One"
4490,"PlayStation 3, PlayStation 2"
2483,"Nintendo Switch, Xbox One, iOS, PlayStation 4, PC"
3882,PlayStation 3
3656,"PlayStation 3, iOS, PC, macOS, Linux, Xbox 360, Android, Nintendo Switch"
4469,"PlayStation 4, PS Vita, PlayStation 3, PlayStation 2"
10879,"PlayStation 4, Xbox One, Nintendo Switch, Linux, PC, Android, macOS"
59925,"PC, PlayStation 4, Xbox One"
5265,"GameCube, Xbox, Classic Macintosh, Game Boy Advance, PS Vita, PlayStation 2, Xbox 360, PC, Wii, PSP, Nintendo DS, PlayStation 3"
58084,"PC, PlayStation 4, Xbox One, Nintendo Switch, Nintendo 3DS"
5868,"Nintendo Switch, Xbox One, Android, iOS, PC, PlayStation 4"
4420,"PlayStation 3, Linux, PC"
30,PlayStation 4
44093,"Nintendo Switch, PlayStation 4, Xbox One"
275681,"PlayStation 4, Xbox One, PC"
17004,"Nintendo Switch, Xbox One, PC, macOS, Linux"
17949,"Xbox One, PC, PlayStation 3, PlayStation 4, Xbox 360"
20828,"PC, Xbox 360"
3594,"PS Vita, PSP, iOS, PC, macOS, Linux, PlayStation 4"
4398,"Nintendo DS, PlayStation 3, Xbox 360, PC, macOS"
11972,"PlayStation 4, macOS, PC, Linux"
371832,"Xbox One, Nintendo Switch, PlayStation 4, PC"
4747,"Xbox 360, PlayStation 3, Xbox One, PC"
11562,"PlayStation 4, Nintendo Switch, Xbox One, PC"
52790,"SEGA Saturn, PlayStation, Android, Xbox 360, iOS"
457729,"PC, Xbox One, Nintendo Switch, PlayStation 4, Xbox Series S/X, PlayStation 5"
326228,"PC, Xbox One, Nintendo Switch, PlayStation 4"
17093,"PlayStation 4, Xbox One, Nintendo Switch, macOS, PC, Linux, Android, iOS"
58762,"PC, Xbox One"
545033,"PlayStation 5, Xbox Series S/X, PC, Xbox One, PlayStation 4"
58551,"PC, Xbox One, Nintendo Switch, iOS, PlayStation 4"
5260,"PC, PlayStation 3, Nintendo DS, Wii, Xbox One, PlayStation 2, Xbox 360, PSP"
51081,"Nintendo Switch, PC, Android, iOS, Xbox One, PlayStation 4, macOS, Linux"
3294,"Nintendo 3DS, Wii U, Xbox 360, PlayStation 4, PS Vita, Xbox One, iOS, PC, macOS, Nintendo Switch, PlayStation 3, Android"
3752,"PlayStation 3, Xbox 360, PC"
809,"Xbox One, PlayStation 3, Xbox 360"
368952,"PlayStation 4, Nintendo Switch, PC, Xbox Series S/X, PlayStation 5, Xbox One"
2123,"PlayStation 4, Xbox One, PC, macOS, Linux, Nintendo Switch"
21942,"PlayStation 4, Xbox One, Nintendo Switch, PC"
3598,"PS Vita, PlayStation 4, Nintendo Switch, PC, Xbox One"
15308,"Xbox One, PlayStation 4, Wii U, macOS, PC, Linux"
39128,PlayStation 3
10868,"PlayStation 4, Nintendo Switch, Linux, Xbox One, PC, macOS"
706,"PlayStation 4, PC, macOS, Linux, Nintendo Switch"
14188,"PlayStation 4, Xbox One, Nintendo Switch, Android, macOS, PC, iOS"
50732,"PlayStation 4, PC, Xbox One, Nintendo Switch"
52368,PlayStation 4
52369,"Xbox 360, Nintendo 3DS, PlayStation 2, PlayStation 3, PS Vita"
479695,"macOS, PlayStation 4, Xbox Series S/X, PlayStation 5, Xbox One, PC"
437049,"PlayStation 5, Xbox Series S/X, PlayStation 4, Nintendo Switch, PC, Xbox One"
51167,"PlayStation 4, Xbox One, PC, Nintendo Switch"
52884,"Android, Xbox One, PC, Linux, Nintendo Switch, Xbox 360, PlayStation 3, PlayStation 4, Game Boy Advance, PlayStation, SNES, SEGA Saturn, 3DO, Jaguar, SEGA 32X"
302369,"Xbox One, PC, Nintendo Switch, PlayStation 4"
274571,"PlayStation 4, Xbox One, Nintendo Switch"
9728,"PlayStation 4, PC, Linux, macOS"
495,PlayStation 4
326235,"PlayStation 4, Xbox One, PC, Nintendo Switch"
5295,"PC, PlayStation 3, iOS, Linux, macOS"
498,"Xbox One, PlayStation 4, Nintendo Switch, macOS, PC, Linux, iOS"
2536,"Nintendo Switch, Xbox One, Wii U, PlayStation 4, PS Vita, PC, Linux, macOS"
46667,"Nintendo Switch, PC, Xbox One"
7407,"PlayStation 4, PC, Nintendo Switch, Xbox One"
391395,"Xbox One, PlayStation 4, Nintendo Switch, PC"
58597,"PC, PlayStation 4, Xbox One, Nintendo Switch"
147,"PlayStation 4, Xbox One, PC, Xbox 360, Wii U, iOS, Android, macOS"
1152,"Xbox One, Nintendo Switch, PlayStation 4, Web, PC"
3456,"PS Vita, PlayStation 3, Xbox 360, PC, Linux, macOS"
423944,"PlayStation 4, Xbox One, PC"
2254,"Xbox One, PC, PlayStation 4, Android, iOS, macOS, Linux, Nintendo Switch"
10898,"PC, Nintendo Switch, PlayStation 4, Xbox One"
13513,"PS Vita, PSP, PlayStation 3, PC, iOS, Xbox 360, Android"
308132,"Nintendo Switch, PlayStation 4, Xbox One, PC"
5550,"Xbox 360, Wii, PC, PlayStation 3"
326244,"PlayStation 4, Xbox Series S/X, Xbox One, PlayStation 5, PC"
52340,"Xbox One, PlayStation 5, Xbox Series S/X, PC, PlayStation 4"
37337,"PC, PlayStation 3, Wii, Xbox 360, PlayStation 2"
119,"Linux, macOS, PC, Xbox One, PlayStation 4, Nintendo Switch"
5196,"PC, PlayStation 3"
683,"PlayStation 3, Xbox 360, Android, iOS, PC, Nintendo DS, Wii"
23734,"PC, Xbox One, PlayStation 4, Nintendo Switch, Linux, macOS"
51331,"Xbox One, Nintendo Switch, PlayStation 4, PC"
11264,"Xbox One, Nintendo Switch, PlayStation 4, PlayStation 3, PC"
428033,"PlayStation 4, PC, Xbox One, Nintendo Switch"
4128,"Nintendo Switch, PlayStation 3"
20180,"PlayStation 4, Xbox One, PS Vita, PC"
2798,"Linux, macOS, PC, Xbox One, PlayStation 4"
1452,"Nintendo 3DS, Nintendo Switch, Xbox One, PlayStation 4, iOS, PC"
47351,"PlayStation 4, Nintendo Switch, macOS, PC, iOS, Android, Xbox One"
10313,"Nintendo Switch, macOS, PlayStation 4, PC"
19437,"Xbox 360, PlayStation 3, PC"
3955,"PlayStation 3, Xbox 360, PC"
58809,"PlayStation 5, Nintendo Switch, PC, Xbox One, PlayStation 4, Xbox Series S/X"
4856,"PC, PlayStation 3, macOS, Linux"
1607,"Xbox One, PC, Linux, macOS"
58975,"Nintendo Switch, Xbox One, iOS, PC"
1257,"PlayStation 4, macOS, PC, Xbox One"
18721,"PC, Xbox 360, Nintendo DS, Xbox One"
295018,"Xbox One, PC, Nintendo Switch, PlayStation 4"
11025,"Linux, macOS, PC, Nintendo Switch, Xbox One"
1314,"PlayStation 4, Nintendo Switch, PC, Xbox One"
60028,"PC, PlayStation 4, Xbox One"
4569,"PC, PlayStation 3, iOS, macOS"
251598,"PlayStation 4, PC, Xbox One, Nintendo Switch"
2898,"PlayStation 4, PC"
11815,"Xbox One, PlayStation 4, Nintendo Switch, PC, macOS, Linux"
486733,"PC, Xbox One"
44265,"macOS, PC, iOS, Nintendo Switch, PlayStation 4, Android"
247,"Xbox One, Nintendo Switch, PS Vita, PlayStation 4, PC, Linux, macOS, iOS, Android"
638648,"PlayStation 5, Xbox Series S/X, Nintendo Switch, PC, Xbox One"
5529,"Xbox 360, PlayStation 3, Xbox One, PC"
14938,"PC, PlayStation 3, Xbox 360, Wii, iOS, Xbox One"
45635,"PlayStation 4, Xbox One, PC"
53551,"PC, iOS, Game Boy Advance, Android, PlayStation 3, Xbox 360, Wii, Nintendo 3DS, Genesis, Game Gear"
367197,"PlayStation 4, PC, Xbox One, Xbox Series S/X"
1743,"Xbox One, macOS, PC, Linux"
22256,"Nintendo Switch, Xbox One, iOS, PC, macOS, PlayStation 4"
514,"Xbox 360, Android, PlayStation 3, PS Vita, PC, iOS"
44996,"PlayStation 4, Nintendo Switch, PC, iOS, Xbox One"
28633,"Xbox One, Xbox 360"
692541,"PlayStation 4, Xbox One, PC"
409575,"PlayStation 4, macOS, PC, Xbox One, Nintendo Switch"
1433,"macOS, Xbox One, PlayStation 4, Linux, PC"
82,"PC, Nintendo Switch, PlayStation 4"
548148,"PC, Xbox One, PlayStation 4"
4772,"PC, Xbox 360, PlayStation 3"
28422,"Xbox One, Xbox 360"
28532,"Nintendo 64, Xbox 360, Xbox One, Nintendo Switch"
284,"Xbox One, PlayStation 4, PC, macOS, Linux"
15731,"PlayStation 4, PS Vita, PC, Linux"
20000,"Xbox 360, iOS, PC, PlayStation 3, Android"
2490,PlayStation 4
262389,"Xbox One, Nintendo Switch, PlayStation 4, PC"
270653,"PlayStation 5, Xbox One, PC"
52201,"PC, PlayStation 4, Xbox One"
17841,"PC, PlayStation 4"
59098,"PlayStation 4, Xbox One, PC"
59700,"Xbox One, PC, Nintendo Switch, PlayStation 4"
29231,"Xbox One, Nintendo Switch, PC, macOS, PlayStation 4, Linux"
2226,"PS Vita, PlayStation 4, iOS, macOS, Linux, Android, Nintendo Switch, PC"
3232,"PlayStation 4, macOS, Linux, PC"
2848,PlayStation 4
50675,"PlayStation 4, Xbox One, Nintendo Switch, Linux, PC, macOS, Android, iOS"
3897,"PlayStation 3, Xbox 360, PC"
37194,"PlayStation 4, PlayStation 3, Xbox 360, PC, Nintendo Switch, Xbox One, PlayStation 2"
9623,"PlayStation 4, Xbox One, PC"
1258,"PlayStation 3, PS Vita, PlayStation 4, Android, iOS"
387328,"Xbox One, Nintendo Switch, PlayStation 4, PC"
216275,"PlayStation 4, PC"
454544,"PC, PlayStation 5, Xbox Series S/X, PlayStation 4, Xbox One"
10994,"macOS, PC, Linux, Xbox One"
11009,"Xbox One, Nintendo Switch, PlayStation 4, macOS, iOS, PC, Linux"
28160,"Xbox One, PlayStation 4, PC"
404,"Xbox One, PlayStation 4, PS Vita, Nintendo Switch, PC"
2860,"Xbox One, PlayStation 4"
327269,"iOS, Android, PC, PlayStation 4"
366892,"PlayStation 4, Android, iOS, PC"
17417,"PlayStation 4, Nintendo Switch, Xbox One, Linux, PC, macOS"
19475,"PC, macOS, Xbox 360"
528768,"Nintendo Switch, PC, PlayStation 4"
28547,"Xbox 360, PlayStation 3, Xbox One"
529698,"PlayStation 5, PC, Xbox Series S/X, Xbox One, PlayStation 4"
28628,Xbox 360
414,"Xbox One, Xbox 360, PC"
17659,"PC, PlayStation 3, Xbox 360"
28626,"Xbox 360, Xbox One, PC, PlayStation 3, PlayStation 4"
17913,"Xbox 360, PC, Wii U, PlayStation 3"
530269,"PlayStation 5, Xbox Series S/X, PlayStation 4, Nintendo Switch, PC, Xbox One"
299561,"PC, Nintendo Switch, PlayStation 4, Xbox One"
581104,"PC, Xbox Series S/X, PlayStation 5, Xbox One"
428559,"Xbox One, PC, PlayStation 4"
9457,"PlayStation 4, PC"
23252,"Nintendo Switch, PC, Xbox One, PlayStation 4"
13156,"PlayStation 4, Nintendo Switch, macOS, PC, Linux, Android"
41461,"PC, Xbox 360, PlayStation 3"
46160,"Nintendo Switch, macOS, PC, iOS, Xbox One, Android, PlayStation 4, Linux"
19701,"PC, Xbox One, Xbox 360"
15916,"Nintendo Switch, Xbox One, Wii U, PlayStation 3, PlayStation 4, iOS, Xbox 360, Android, PC, macOS"
450239,"Xbox One, PlayStation 4, Nintendo Switch, PC"
3419,"PlayStation 4, PlayStation 3, Xbox One, PC, Xbox 360"
852,"PlayStation 4, PC, macOS, Linux, Nintendo Switch"
19682,"PC, Xbox 360, PlayStation 3"
52093,"PlayStation 4, Xbox One, iOS, PC, macOS, Nintendo Switch, Android"
3705,"Nintendo 3DS, PS Vita, PlayStation 4, PlayStation 3, PC, Linux, macOS"
10234,"PlayStation 4, macOS, PC, Linux"
9800,"Nintendo Switch, PlayStation 4, Xbox One, PC, macOS, Linux"
494393,"PC, Xbox Series S/X, Xbox One, PlayStation 4, PlayStation 5, Nintendo Switch"
18642,"PlayStation 3, PC"
3628,"PlayStation 3, Xbox 360, PC"
17090,"PC, Xbox 360, macOS"
19609,"Xbox 360, PlayStation 3, PC, Xbox One"
2964,"PC, Xbox One, Wii U, PlayStation 4, Nintendo Switch, macOS, Linux"
1713,"PlayStation 3, PlayStation 4, PS Vita, iOS, Xbox One, Android, Nintendo 3DS, Wii U, PC, Linux, macOS"
49563,"Xbox One, PlayStation 4"
7778,"PlayStation 4, Linux, PC, macOS, Android, iOS"
263548,"Linux, Xbox One, iOS, PC, Nintendo Switch, PlayStation 4"
28637,Xbox 360
274760,"PC, Xbox One, PlayStation 4"
51487,"Nintendo Switch, PlayStation 4, iOS, Xbox One, Android, PC, macOS"
5692,"PC, PlayStation 3, Xbox 360"
14829,"Xbox One, Nintendo 64, Game Boy, PC, Nintendo Switch, PlayStation 4, macOS"
58773,"macOS, PC, Xbox Series S/X, PlayStation 4, PlayStation 5, Xbox One"
355,"PlayStation 4, PS Vita, Android, Xbox One, iOS, PC, macOS, Linux"
514896,"PlayStation 5, Xbox One, PlayStation 4, PC, Xbox Series S/X"
311680,"PC, Xbox One, PlayStation 4"
405,"Xbox One, iOS, PlayStation 4, Nintendo Switch, PC"
3327,"Xbox One, PlayStation 4, PC"
28203,"Xbox One, PC"
28600,Xbox 360
3763,"PC, PlayStation 3"
17575,"Xbox 360, PC, Classic Macintosh, macOS"
15507,"PC, macOS, Linux, PlayStation 4, Xbox One, Nintendo Switch"
251525,"Xbox One, Xbox Series S/X, PC"
546464,"PlayStation 5, Nintendo Switch, Xbox One, PC, PlayStation 4, Xbox Series S/X"
5688,"PC, PlayStation 3, Xbox 360"
251596,"PlayStation 4, Xbox One, PC"
4304,"Xbox 360, PlayStation 3, PC"
397471,"Xbox One, Nintendo Switch, PC, PlayStation 4"
3253,"iOS, PlayStation 4, PS Vita, macOS, PC, Linux, Android"
191,"PlayStation 4, Android, PlayStation 3, iOS"
257255,"Xbox One, Xbox Series S/X, PC, Nintendo Switch, PlayStation 4, PlayStation 5"
19272,"macOS, PlayStation 4, PC, Linux, PlayStation 3, iOS, PS Vita"
1657,"PC, Xbox One, Wii U, Nintendo Switch, PlayStation 4, iOS, Linux, macOS"
643,"Xbox One, PlayStation 4, PlayStation 3, PC"
10387,"Nintendo Switch, PlayStation 4, Xbox One, macOS, PC, Linux"
5543,"PSP, PlayStation 3, Xbox 360, Nintendo DS, PC, Wii"
19430,"PlayStation 3, PC, macOS, Xbox 360"
379556,"PC, macOS, Android, iOS, Xbox Series S/X, Xbox One, Nintendo Switch"
342,"Nintendo Switch, Xbox 360, Xbox One, PlayStation 3, PlayStation 4, macOS, PC"
327,"PlayStation 4, Nintendo Switch, PC, macOS, Linux, Wii U"
3532,"PlayStation 3, PlayStation 4"
3183,"Nintendo Switch, Linux, macOS, PC, Xbox One, PlayStation 4"
10239,"PC, Xbox 360, macOS, Xbox One"
58757,"Xbox One, PlayStation 4, Nintendo Switch, PC"
1981,"Xbox One, Wii U, PlayStation 4, Linux, macOS, PC"
364975,"PlayStation 4, PC, macOS, Linux, Xbox One, Nintendo Switch"
28083,"PlayStation 4, Xbox One, Nintendo Switch, PC, macOS"
2310,"PS Vita, PlayStation 4, Wii U, Linux, macOS, PC, PlayStation 3, Xbox 360, Xbox One, Nintendo 3DS"
3344,"PlayStation 4, PC"
61471,"PlayStation 4, macOS, PC, Xbox One"
3913,"PS Vita, PC, iOS, PlayStation 3, Xbox 360"
713,"PlayStation 3, Xbox One, PC, Xbox 360, PlayStation 4"
1039,"Xbox One, PC, PlayStation 4"
1692,"macOS, Linux, Android, iOS, PC, Xbox One, PlayStation 3, PlayStation 4, PS Vita, Nintendo Switch"
517384,"Nintendo Switch, Linux, macOS, PC, Xbox One"
12354,"Xbox One, PC"
438599,"PlayStation 4, Xbox One, PC"
10641,"Xbox One, PlayStation 4, Linux, Nintendo Switch, macOS, PC"
1070,"Xbox One, Nintendo Switch, PC, Linux, macOS"
437042,"Nintendo Switch, Xbox One, PC, PlayStation 4"
28581,"Linux, macOS, Xbox 360, PC, PlayStation 3"
442864,"Xbox One, PlayStation 4, Nintendo Switch, PC"
11791,"Nintendo Switch, PlayStation 4, PC"
2749,"Xbox One, PlayStation 4, macOS, PC, Linux"
388309,"PC, Xbox Series S/X, PlayStation 5, Xbox One, PlayStation 4"
23370,"Xbox One, PlayStation 4, Nintendo Switch, PC"
290085,"PC, Nintendo Switch, macOS, Xbox One"
558980,"Nintendo Switch, PC, PlayStation 5, PlayStation 4"
419297,"PC, PlayStation 4"
62499,"PlayStation 4, Nintendo Switch, Linux, macOS, PC, iOS, Android, Xbox One"
29228,"PC, Nintendo Switch, Xbox One, PlayStation 4"
563420,"PC, PlayStation 4, Xbox One, Nintendo Switch, Xbox Series S/X, PlayStation 5"
58815,"PC, PlayStation 5, PlayStation 4"
297320,"PlayStation 4, PC"
236804,"macOS, PC, Nintendo Switch, Xbox Series S/X, PlayStation 4, Xbox One, PlayStation 5"
19565,"PlayStation 3, PC, Xbox 360"
4808,"Wii, Android, PSP, PC, iOS, PlayStation 3"
2686,"PlayStation 4, Xbox One, iOS, PC, macOS, Linux, Nintendo Switch, Android"
502241,"PlayStation 4, PC, iOS, Xbox One"
17874,"PC, Xbox 360, PlayStation 3"
