id,platforms
59329,"PC, Xbox One, PlayStation 4"
28378,Xbox 360
25487,"Nintendo 3DS, Xbox 360, Wii, Wii U"
753932,"PlayStation 5, Xbox Series S/X, PlayStation 4, Nintendo Switch, PC, Xbox One"
22022,"Nintendo Switch, PC, macOS, iOS, PlayStation 4, Xbox One"
28288,"Xbox 360, PC"
14656,"Xbox One, PC"
7518,Xbox One
58356,"PC, PlayStation 4"
2581,"PS Vita, PlayStation 4, Linux, macOS, PC, Nintendo Switch"
4564,"Xbox 360, SEGA Saturn, PC, PlayStation 3"
4800,"PlayStation 3, Xbox 360, PC"
45664,"Xbox One, PC, PlayStation 4, PS Vita, Nintendo Switch"
22030,"PlayStation 4, Xbox One, PC, macOS, Linux"
532522,"PlayStation 5, PlayStation 4, PC, Xbox One"
4124,"Wii, Wii U, PlayStation 3, Xbox 360"
331809,"PlayStation 3, Xbox 360"
732437,"macOS, PC, Nintendo Switch, Xbox One, PlayStation 5, PlayStation 4"
29114,Xbox 360
58115,"PlayStation 4, PC, Xbox One, Nintendo Switch"
15470,"Linux, PC, macOS, Xbox One, iOS, PlayStation 4, Nintendo Switch"
4048,"Xbox 360, PlayStation 3"
3263,"PlayStation 3, PlayStation 4, PS Vita"
651320,"PC, Xbox One, Nintendo Switch, PlayStation 4"
28974,Xbox 360
614973,"PC, PlayStation 4, Xbox One, Xbox Series S/X, PlayStation 5"
3448,"PlayStation 3, PlayStation 4, PC"
18769,"PlayStation 4, PC, macOS"
840782,"PC, Xbox Series S/X, Xbox One, PlayStation 5, PlayStation 4"
3156,"PS Vita, PlayStation 4"
46907,"PlayStation 4, PC"
331807,"NES, Atari ST, PlayStation 4, Wii, Wii U, Nintendo 3DS, PC, Xbox 360, Commodore / Amiga, Genesis, Nintendo Switch, Xbox One"
964285,"PC, Xbox One, PlayStation 5, Xbox Series S/X, PlayStation 4"
17067,"PlayStation 4, Nintendo Switch, Wii U, Android, PC, iOS"
10063,"PlayStation 4, Xbox One, Nintendo Switch, PC, macOS"
964791,"PC, PlayStation 4, Xbox Series S/X, PlayStation 5"
4024,"PlayStation 3, PlayStation 2"
799267,"Xbox Series S/X, PC, PlayStation 5, PlayStation 4, Xbox One"
11319,"PlayStation 4, PC"
5309,"PC, PlayStation 3, PSP, Nintendo DS, iOS, Android, macOS, Linux"
914783,"Xbox Series S/X, PlayStation 4, PlayStation 5, PC"
3879,"PS Vita, Wii U, Nintendo 3DS, Wii, PlayStation 3, Xbox 360"
28514,Xbox 360
58495,"Xbox One, PlayStation 4, PC"
40243,"PlayStation 3, Nintendo DS, Xbox 360, Wii, PC"
63393,"Xbox One, Nintendo Switch, macOS, PC, PlayStation 4"
28491,Xbox 360
444384,"Xbox Series S/X, macOS, Xbox One, Nintendo Switch, PC, PlayStation 4, iOS"
21956,"Xbox 360, PlayStation 2, Wii, PSP, PlayStation 3"
28597,"PlayStation 3, Xbox 360"
830271,"PlayStation 4, PlayStation 5, Xbox Series S/X, PC, Nintendo Switch, Xbox One"
327237,"PlayStation 4, Nintendo Switch, PC, Xbox One"
364972,"Xbox One, Xbox Series S/X, PC"
59931,"PC, PlayStation 4, Xbox One"
37249,"PlayStation 4, iOS, PC"
53146,"Linux, macOS, PlayStation 5, Xbox Series S/X, Xbox, Game Boy Advance, PlayStation 4, PlayStation 2, Nintendo Switch, Xbox One, PC, GameCube"
49868,"GameCube, Xbox, Xbox 360, PlayStation 2"
60004,"PlayStation 4, PS Vita, PC"
43604,"PC, PlayStation 3"
58780,"Xbox One, PC, PlayStation 4"
59344,"PC, PlayStation 4"
43444,"Nintendo Switch, Xbox One, iOS, PC, macOS, PlayStation 4, Android"
1734,"PlayStation 4, Xbox One, macOS, PC"
46271,"PlayStation 4, macOS, PC"
370125,"Xbox One, PC, PlayStation 4"
801512,"PC, PlayStation 5, Xbox Series S/X, PlayStation 4, Nintendo Switch, Xbox One"
50711,"PlayStation 4, PlayStation 2"
650650,"macOS, PC, Xbox One, Nintendo Switch, PlayStation 4, Xbox Series S/X"
593250,"Nintendo Switch, PC, PlayStation 5, PlayStation 4, Xbox One, Xbox Series S/X"
327246,"macOS, Xbox One, Linux, PlayStation 4, PC"
23417,"PC, iOS, Android, Nintendo Switch, Xbox Series S/X, PlayStation 4, Xbox One, PlayStation 5"
479677,"PC, Xbox One, PlayStation 4"
502138,"PC, macOS, Xbox One"
484,"Xbox 360, iOS, PC"
29063,"PlayStation 3, Xbox 360"
872778,"PC, PlayStation 5, Xbox One, Xbox Series S/X, PlayStation 4"
376898,"PC, Xbox Series S/X, PlayStation 5, PlayStation 4"
681578,"Xbox One, Xbox Series S/X, PC"
53467,"Game Boy, Apple II, Genesis, PC, Xbox 360, Atari ST, Game Boy Color, Atari Lynx, NES, SEGA Master System, Game Gear, Nintendo 64, Commodore / Amiga"
1349,"PS Vita, PlayStation 4, PC, Xbox One"
3521,"PlayStation 3, PS Vita, PlayStation 4, Xbox 360, PC"
5656,"PlayStation 3, Xbox 360, Wii U, PC, Nintendo 3DS, Wii"
673,"Nintendo Switch, Android, Xbox One, iOS, PC, macOS, Linux, PS Vita"
24356,"Wii, PlayStation 3, PC, PlayStation 2"
426098,"PlayStation 5, Xbox Series S/X, PC, Xbox One, PlayStation 4"
1056,"PC, PlayStation 4"
395195,"Xbox One, PC"
912,"Xbox One, PlayStation 4, macOS, PC"
40314,"Xbox 360, PlayStation 3, Xbox One"
42151,"Xbox One, PC, PlayStation 4"
4691,"Xbox 360, PlayStation 3"
63,"Xbox One, PlayStation 4, Nintendo Switch, PC"
622493,"PC, PlayStation 5, Xbox One, PlayStation 4, Xbox Series S/X, Nintendo Switch"
28215,Xbox 360
380902,"Nintendo Switch, PC, PlayStation 4"
61248,"PlayStation 4, Nintendo Switch, Xbox One, PC"
480743,"PC, Nintendo Switch, Xbox Series S/X, Xbox One, PlayStation 4, PlayStation 5, iOS"
614,"Xbox One, PlayStation 4, Nintendo Switch, PC, iOS"
28039,"Android, Xbox One, iOS, PC, macOS, Nintendo Switch, Xbox 360, PlayStation 4"
20252,"PC, PlayStation 3, Xbox 360"
3710,"PlayStation 3, PC"
4619,"PC, PlayStation 3, PSP, PS Vita, macOS, Linux, Android, iOS"
4970,"PlayStation 3, Xbox 360"
4730,PlayStation 3
29100,Xbox 360
2736,"PS Vita, PlayStation 4, Nintendo Switch, PC"
21605,"Xbox 360, PC"
63739,"Nintendo Switch, PlayStation 4, macOS, Linux, PC"
13003,"PlayStation 4, PC, Linux, macOS"
833436,"iOS, PlayStation 4, Linux, macOS, PC, PlayStation 5, Xbox Series S/X, Nintendo Switch"
6609,"Nintendo 3DS, Wii U, Nintendo Switch, PC, Linux, Xbox One, macOS"
3659,"PS Vita, PlayStation 3, PC"
20823,"PC, iOS, Nintendo Switch, Wii, Xbox 360, PlayStation 2, PlayStation 3, Android"
24916,"Xbox, GameCube, Game Boy Advance, PlayStation 2, Wii, Xbox 360, PC"
5405,PlayStation 3
18376,"Xbox One, PlayStation 4, macOS, PC"
275722,"PlayStation 4, Xbox One"
4266,PlayStation 3
484505,"PlayStation 5, Xbox One, PC, macOS, Linux, Nintendo Switch, PlayStation 4, Xbox Series S/X"
19591,"PC, Xbox 360"
50625,"iOS, Nintendo Switch, PC, PlayStation 4"
5343,"PlayStation, PlayStation 4, PlayStation 5"
5548,"Xbox 360, PlayStation 3"
5352,"PlayStation 4, PSP"
302916,"Xbox One, Nintendo Switch, PC"
941,"Xbox One, Wii U, PS Vita, PlayStation 4, macOS, Linux, PC"
493455,"PlayStation 4, macOS, PC, Xbox One"
455519,"PC, Nintendo Switch, Xbox One, PlayStation 4"
578226,"PC, Xbox Series S/X, Nintendo Switch, PlayStation 4, Xbox One"
15021,"PlayStation 4, Nintendo Switch, Xbox One, PC"
28333,Xbox 360
419890,"PC, Nintendo Switch, Xbox One"
523169,"PlayStation 4, PC"
44363,"Xbox One, PlayStation 4, Nintendo Switch, PC"
471033,"Xbox One, PlayStation 4"
404502,"PlayStation 4, PC, Xbox One"
54255,"Nintendo 3DS, iOS, SEGA Master System, Wii, Game Gear, PC, SEGA CD, Xbox 360, Genesis"
918,"PlayStation 4, PC"
277994,"PlayStation 4, PC"
28923,Xbox 360
28845,"Xbox 360, PlayStation 3"
440,"Xbox One, PlayStation 4, Linux, PC, macOS"
12138,"PlayStation 4, Nintendo Switch, PC"
12105,"PC, Xbox One"
28913,Xbox 360
685021,"PlayStation 5, Xbox Series S/X, PlayStation 4, PC, Xbox One, Nintendo Switch"
10013,"Nintendo Switch, PlayStation 4, Xbox One, PC"
3615,PlayStation 3
49240,"Xbox One, PlayStation 4, Nintendo Switch, macOS, PC"
202,"Xbox One, Xbox 360, PS Vita, PlayStation 3, PC, Android, iOS"
60632,"Linux, macOS, PC, Nintendo Switch, PlayStation 4, Xbox One"
4277,"PS Vita, Xbox 360, PlayStation 3"
663740,"PC, Nintendo Switch, Xbox Series S/X, Xbox One, PlayStation 4, PlayStation 5"
407566,"Nintendo Switch, PlayStation 4, PC, Xbox One"
38511,"PC, PlayStation 3, Xbox 360"
3352,"PlayStation 4, PC"
28279,"Atari ST, Classic Macintosh, Atari 5200, Apple II, Atari 8-bit, Game Boy, Atari 7800, NES, Atari 2600, Xbox 360, PC"
22385,"Xbox One, PC"
761343,"PC, Nintendo Switch, PlayStation 5, PlayStation 4, Xbox Series S/X"
914781,"PC, Xbox Series S/X, Xbox One, PlayStation 4, PlayStation 5"
49963,"PlayStation 4, PC"
955,"Xbox One, PlayStation 4, PC"
54303,"Xbox One, Nintendo Switch, Wii, Neo Geo, PSP, PlayStation 4, Game Boy, Game Gear, SEGA CD, PlayStation 3, SNES, 3DO, Genesis, Xbox Series S/X"
28950,"PlayStation 3, Xbox 360"
29092,"Xbox 360, PlayStation 3"
51330,"Nintendo Switch, Xbox One, PC, PlayStation 4"
295068,"macOS, PC, PlayStation 5, Xbox One, PlayStation 4, Xbox Series S/X, Nintendo Switch"
302373,"Xbox One, PlayStation 4"
334412,PlayStation 4
692672,"PC, Linux, Xbox 360"
58534,"PlayStation 3, PlayStation 2, Xbox 360, Wii, PC"
517,"PC, Xbox One, iOS, macOS, Linux, Android"
22105,"Linux, Xbox One, PlayStation 4, Nintendo Switch, macOS, PC"
617,"PC, PlayStation 4"
5714,"Xbox One, PC, iOS"
5617,"PlayStation 3, Xbox 360"
5362,"PC, PlayStation 3, Nintendo DS"
690,"PC, PlayStation 4, PS Vita"
4852,"PlayStation 3, PS Vita"
28959,Xbox 360
364811,"PC, Xbox One, Xbox Series S/X, PlayStation 5, PlayStation 4"
847,"PlayStation 4, PC, macOS, Linux, Xbox One"
40892,PlayStation 3
11327,"PlayStation 4, PC"
326271,"Xbox Series S/X, Xbox One, PlayStation 4, PC, PlayStation 5"
28296,Xbox 360
54260,"Neo Geo, Classic Macintosh, Game Gear, SNES, SEGA CD, Xbox One, iOS, PC, macOS, Linux, Nintendo Switch, Wii, Xbox 360, PlayStation 4, Android"
28760,"PlayStation 3, PSP, PC, Xbox 360"
28778,"Xbox 360, PlayStation 3"
5394,"PlayStation 3, Xbox 360, Wii, Xbox One"
57196,"Nintendo Switch, PlayStation 4, Genesis, SNES"
471021,"PlayStation 5, Xbox Series S/X, PlayStation 4, PC, Xbox One, Nintendo Switch"
5431,PlayStation 3
39209,PlayStation 3
802434,"Xbox Series S/X, PlayStation 4, PC, Xbox One, PlayStation 5"
244732,"Xbox, PSP, PlayStation 3, Xbox 360, PlayStation 2"
46094,"Xbox 360, PlayStation 3, PlayStation 4, Xbox One, PC"
58118,"PC, macOS, Xbox 360, PlayStation 3"
28476,"Xbox 360, Wii, PlayStation 3, Nintendo DS, PC, macOS, iOS, Android"
428799,"PlayStation 4, PC, Xbox One, Nintendo Switch"
392113,"PlayStation 4, Xbox One, Nintendo Switch, PC"
39109,"PC, PlayStation 3, Xbox 360"
39108,"PlayStation 3, PC, Xbox 360"
13246,"PlayStation 4, Xbox One, Nintendo Switch, Linux, macOS, PC"
50950,PlayStation 4
4672,"PlayStation 3, PC"
490428,"Xbox One, Nintendo Switch, PC, PlayStation 4"
3502,"Xbox One, PlayStation 4"
25046,"Xbox, PlayStation 2, PC, PSP, Xbox 360"
306154,"Xbox One, PC, macOS, Linux, PlayStation 4"
4077,"Xbox 360, PlayStation 3"
5708,"PC, Wii, Xbox 360, PlayStation 3"
783,"Nintendo Switch, PlayStation 4, Xbox One"
14183,"Xbox One, iOS, PC, macOS, Nintendo Switch"
558979,"Xbox Series S/X, Android, PC, PlayStation 4, iOS, Nintendo Switch"
42957,"PC, PlayStation 3, PlayStation 4"
40300,"PC, Xbox 360, PlayStation 3"
901,"PlayStation 4, PC, Xbox One"
823549,"PlayStation 4, Nintendo Switch, PC, Xbox One, PlayStation 5, Xbox Series S/X"
43811,"Xbox One, PC"
25161,"Xbox 360, Atari 8-bit, Android, Wii, Wii U, NES, Apple II, Atari ST, iOS, Classic Macintosh, Commodore / Amiga"
420,"Xbox One, PlayStation 4"
262414,"PC, iOS, Xbox One"
816303,"PC, Xbox Series S/X, Xbox One, PlayStation 4, PlayStation 5"
47225,"PlayStation 4, Xbox One, macOS, PC, iOS"
1506,"Xbox One, Xbox 360, PC"
481924,"PlayStation 4, PC, Xbox One, Nintendo Switch"
520,"PlayStation 4, Xbox One, Android, iOS"
1742,"Xbox One, PlayStation 4, PC"
479697,"macOS, PC, Xbox One, PlayStation 4, Nintendo Switch"
444382,"PC, PlayStation 4, Xbox One, Nintendo Switch"
19725,"Nintendo Switch, iOS, Android, PC, macOS, Linux, PlayStation 4, Xbox One"
5412,PlayStation 3
14704,"PlayStation 4, Xbox One, Nintendo Switch, macOS, PC, Linux"
244802,"Xbox One, PlayStation 4, PC"
28529,Xbox 360
3585,"Xbox 360, PlayStation 2, Wii, PC, Nintendo DS, PlayStation 3, PSP"
29021,"Xbox 360, PlayStation 3"
58181,"Android, Xbox One, iOS, PlayStation 4"
751914,"PC, PlayStation 5, PlayStation 4, Nintendo Switch"
28504,Xbox 360
484967,"PlayStation 5, PC, Xbox One, Xbox Series S/X, PlayStation 4"
736256,"PC, Nintendo Switch, Xbox One, PlayStation 4"
30465,"PlayStation 3, PC"
27947,"Nintendo Switch, PlayStation 4, Xbox One, PC"
1739,"Xbox One, PlayStation 4, Nintendo Switch, macOS, PC, Linux"
22222,"PlayStation 4, Xbox One, Nintendo Switch, iOS, PC, Linux, macOS, Android"
60074,"Xbox One, Nintendo Switch, PC, PlayStation 4"
275715,"PlayStation 4, PC"
52049,"PlayStation 4, Xbox One, macOS, Nintendo Switch, PC, Linux"
2203,"PlayStation 4, PC"
10527,"Xbox One, PC"
28790,Xbox 360
4532,"PlayStation 4, PlayStation 5, PlayStation 2, PlayStation 3, PS Vita"
622652,"Xbox One, Xbox Series S/X, Nintendo Switch, PlayStation 4, PC, PlayStation 5"
13402,"PS Vita, PSP, PlayStation 3, Xbox 360, Wii, Nintendo DS, Nintendo 3DS, macOS, PC"
40323,"PC, Nintendo Switch, PlayStation 3, Xbox 360"
10183,"PlayStation 4, Xbox One, PC"
427878,"Nintendo Switch, PlayStation 4, Xbox One, PC"
26410,"Xbox 360, Wii, PlayStation 3"
3762,"PlayStation 3, Xbox 360, PC"
58327,"Xbox One, PlayStation 4, PC"
3365,"PlayStation 4, PC, Xbox One, PlayStation 3"
485226,"PC, Xbox One, Nintendo Switch, PlayStation 4"
41646,"PC, PlayStation 3, Xbox 360"
16360,"PlayStation 4, Xbox One, PC, Linux, Android, iOS, macOS"
2134,"PlayStation 4, Nintendo Switch, PC"
26005,"PC, PlayStation 3, Wii"
638799,"PC, Nintendo Switch, PlayStation 5, PlayStation 4, Xbox Series S/X, Xbox One"
1345,"Xbox One, PC, macOS"
692538,"PC, PlayStation 5, PlayStation 4"
844359,"PC, Xbox One, PlayStation 5, Xbox Series S/X, PlayStation 4"
55029,"iOS, Atari ST, SEGA Master System, PC, Android, Wii, Xbox 360, Commodore / Amiga, PlayStation 3, Genesis"
3693,"PlayStation 3, Xbox 360"
568863,"Xbox One, PC, PlayStation 4"
3481,PlayStation 3
428941,"Xbox One, PlayStation 4, PC"
28715,"PlayStation 2, PlayStation 3, PC, Xbox 360"
26968,"PlayStation 3, PlayStation 4, Xbox One, Nintendo 3DS, Wii U, Wii, Xbox 360"
2485,"PlayStation 4, Xbox One, Nintendo Switch, PlayStation 2, Dreamcast, Classic Macintosh, Neo Geo, PC, macOS, Linux"
50753,"Xbox One, PlayStation 4, Nintendo Switch, macOS, Linux, PC"
46855,"PlayStation 4, PS Vita, PC"
962381,"Xbox Series S/X, PC, Xbox One, Nintendo Switch"
61203,"PlayStation 4, Nintendo Switch, PC"
987,"PlayStation 4, PC, macOS"
58791,"Xbox One, PlayStation 4, PC"
600906,"PlayStation 4, PlayStation 5, Xbox One, Nintendo Switch, Xbox Series S/X, PC"
1289,"PlayStation 3, macOS, Linux, Android, iOS, PC, PlayStation 4, PS Vita, Web"
28351,Xbox 360
23629,"PlayStation 4, Linux, macOS, Xbox One, PC"
481901,"Linux, macOS, PC, Xbox One, PlayStation 4, Nintendo Switch"
46750,"Nintendo Switch, PlayStation 4, Xbox One, PC"
28284,Xbox 360
11833,"Xbox One, PlayStation 4, macOS, PC, Linux"
29081,"GameCube, Xbox, Game Boy Advance, PlayStation 2, PSP, PC, Xbox 360"
1492,"PC, iOS, PlayStation 4, Android, Xbox One"
833571,"PC, Nintendo Switch, Xbox Series S/X, Xbox One"
28396,Xbox 360
669261,"Nintendo Switch, PlayStation 4, PC"
17351,"Xbox One, PlayStation 4, Nintendo Switch, PC"
5384,PlayStation 3
22609,"Xbox One, PlayStation 4, Nintendo Switch, Linux, macOS, PC"
586060,"Nintendo Switch, PC, PlayStation 5, PlayStation 4"
4383,PlayStation 3
58798,"PlayStation 4, PC"
816325,"PC, Xbox One, PlayStation 4"
520354,"PC, PlayStation 4"
325101,"PC, Xbox One, PlayStation 4"
7,"Xbox One, PlayStation 4, PC, macOS"
28499,Xbox 360
40254,"PlayStation 3, Nintendo DS, Wii, Xbox 360, PC"
29054,"iOS, macOS, Xbox 360, PC"
12519,"PC, PSP, Xbox 360, PlayStation 2, PlayStation 3, Android, Nintendo Switch"
3319,"PlayStation 4, PC, Android, iOS"
39931,"PSP, PlayStation 3"
61105,"Nintendo Switch, PlayStation 4, PC"
560814,"PlayStation 4, PC, Xbox One, Nintendo Switch"
29162,Xbox 360
24883,"Xbox 360, Wii, PlayStation 2, Nintendo DS, PC"
973384,"PlayStation 4, PlayStation 5"
40724,"Xbox 360, PlayStation 3, PC"
261321,PlayStation 4
374566,"Xbox One, PlayStation 4"
40795,"Xbox 360, PC, PlayStation 3"
442841,"Xbox One, Nintendo Switch, PlayStation 4, Xbox Series S/X, PlayStation 5, PC"
29035,"PC, Xbox 360, SEGA Saturn, Xbox One"
3739,"PlayStation 4, PC, PlayStation 3"
10820,"Xbox One, PlayStation 4, PC"
2494,"PlayStation 4, Nintendo Switch, Xbox One, Linux, macOS, PC, Android"
257205,"PC, Xbox One, PlayStation 4, Nintendo Switch"
297207,"Xbox One, PlayStation 4"
48964,"Xbox One, Nintendo Switch, PlayStation 4, PC"
62452,"PlayStation 4, Xbox One, iOS, macOS, Nintendo Switch, PC"
23565,"PC, PlayStation 4, PlayStation 3, PS Vita"
39475,"PlayStation 2, PlayStation 3, iOS, Xbox 360, Xbox, Dreamcast"
28722,Xbox 360
29126,Xbox 360
631948,"PlayStation 5, Xbox Series S/X, PlayStation 4, Nintendo Switch, PC, Xbox One"
45388,"PlayStation 4, Nintendo Switch, Xbox One, PC"
20853,"PlayStation 3, PC"
650664,"PlayStation 4, PlayStation 5, Xbox One, Nintendo Switch, Xbox Series S/X, PC"
261247,"PlayStation 4, PS Vita, Nintendo Switch, PC"
3229,"PlayStation 3, PS Vita, PC"
327205,"Xbox One, PC"
38140,"PlayStation 3, PC, Xbox 360"
327224,"Xbox One, PlayStation 4, PC"
39502,"PC, Xbox 360, PlayStation 3"
28366,Xbox 360
59157,"PlayStation 4, Nintendo Switch, Xbox One, PC"
3153,"Xbox One, PlayStation 4"
315985,"PS Vita, Xbox One, Nintendo Switch, PC"
852720,"PC, Nintendo Switch, PlayStation 4, PlayStation 5"
57903,"PC, PlayStation 4, Nintendo Switch"
28352,Xbox 360
3495,"PS Vita, Xbox 360, PC, Nintendo 3DS, PlayStation 3"
24160,"Xbox 360, Nintendo 3DS, Nintendo DS, Wii, PlayStation 3"
484498,"Xbox Series S/X, Nintendo Switch, Xbox One, Wii, PlayStation 4, PlayStation 5"
50635,"Xbox One, PlayStation 4, PC"
1438,"PlayStation 4, PS Vita, PC, macOS"
52297,PlayStation 4
12561,"PlayStation 4, Nintendo Switch, PC"
772537,"PlayStation 5, Xbox Series S/X, PlayStation 4, Nintendo Switch, PC, Xbox One"
216365,"PlayStation 4, PC, Xbox One, Nintendo Switch"
39110,"PC, Xbox 360, PlayStation 3"
403043,"PlayStation 4, PC, Xbox One, Nintendo Switch"
442868,"Xbox One, PC, PlayStation 4"
482921,"macOS, PC, PlayStation 4, Nintendo Switch"
437061,"PC, PlayStation 4"
3077,"PlayStation 4, Nintendo Switch, Linux, macOS, PC"
1435,"PlayStation 3, iOS, PC, macOS, Linux, PlayStation 4, PS Vita, Android"
5612,"PC, PlayStation 3, Xbox 360"
60812,"macOS, PC, iOS, Nintendo Switch, Android, Xbox One"
2901,"PlayStation 3, Xbox, PlayStation 2, PlayStation 4"
56198,"GameCube, Xbox, PlayStation 3, PlayStation 2"
17185,"Xbox One, PlayStation 4, PC, Linux, Android, iOS, macOS"
627635,"Xbox One, PlayStation 4, Nintendo Switch, PC"
39439,PlayStation 3
254643,"iOS, Android, Nintendo Switch, PlayStation 4, PS Vita, PC"
3835,"PC, Xbox 360, PlayStation 2, PlayStation 3, PSP"
41594,"PC, PlayStation 3, Xbox 360"
351600,"PlayStation 4, PC"
615092,"Nintendo Switch, Xbox One, PC"
58756,"PC, Xbox One"
3709,PlayStation 3
1398,"PlayStation 4, Xbox One, PC, macOS, Linux"
3854,"Xbox 360, PlayStation 3"
28449,Xbox 360
1542,"Xbox One, PlayStation 4, Wii U, iOS, PC, macOS"
44251,"PC, Xbox One, PlayStation 4"
25393,"Xbox 360, Nintendo DS, PlayStation 3"
635391,"Xbox Series S/X, Xbox One, PC"
65205,"PC, Nintendo Switch, PlayStation 4, Xbox One"
5406,PlayStation 3
5659,"Xbox 360, PlayStation 3"
3066,PlayStation 4
29158,Xbox 360
5202,PlayStation 3
22124,"PlayStation 4, PC, Xbox One, Nintendo Switch"
13274,"Xbox One, Nintendo Switch, PS Vita, Linux, PC, iOS, macOS"
236833,"Linux, macOS, PC, iOS, Xbox One"
40876,"PC, PlayStation 3, Xbox 360"
328676,"PlayStation 4, Nintendo Switch, Xbox One, PC"
28402,Xbox 360
269480,"PC, Xbox One, PlayStation 4"
432497,"iOS, macOS, PC, Xbox One, Nintendo Switch"
39503,"PlayStation 3, PC, Xbox 360"
50954,"PlayStation 4, PC"
28318,Xbox 360
21951,"PC, PlayStation 3"
224848,"Android, PlayStation 4, Xbox One, Nintendo Switch"
371855,"PC, macOS, iOS, Xbox One, PlayStation 4"
1029,"Xbox One, Xbox 360, PC"
2829,"PlayStation 4, PS Vita, PC, Linux, macOS"
311665,"Nintendo Switch, PlayStation 4, PC"
28413,Xbox 360
2745,"Xbox One, PlayStation 4, PC"
46746,"Xbox One, PS Vita, Nintendo Switch, Web, Linux, macOS, PC"
26511,"Xbox 360, PlayStation 3, Wii"
20827,"Nintendo 3DS, PS Vita, PlayStation 4, PC"
28820,"PlayStation 2, PC, Xbox 360"
23393,"PC, macOS, Nintendo Switch, PlayStation 4"
24503,"Xbox 360, PlayStation 2, PlayStation 3, Wii, Nintendo DS"
1991,"Xbox One, PlayStation 3, PS Vita, PlayStation 4, Nintendo Switch, PC"
28328,"PlayStation 3, PSP, Xbox 360, PC"
663820,Xbox One
25022,"PlayStation 2, Game Boy Advance, Xbox, GameCube, Xbox 360, Nintendo DS, Wii, PSP, PC"
20749,"PlayStation 4, PC"
46155,"Xbox One, PlayStation 4, Nintendo Switch, PC, macOS"
16895,"PC, Xbox One"
243197,"PlayStation 4, Nintendo Switch, Xbox One, PC"
26546,"PlayStation 4, Wii, Wii U, Nintendo DS, Xbox 360, Xbox One, Nintendo Switch"
608563,"PC, Nintendo Switch, PlayStation 4, Xbox Series S/X, Xbox One"
449,"Nintendo Switch, PlayStation 4, Xbox One, iOS, PC"
60935,"PlayStation 4, Nintendo Switch, PC"
46429,"PlayStation 4, PC, PlayStation 3, PS Vita"
22857,"PlayStation 3, PC"
28969,"Xbox, Game Boy Advance, GameCube, PlayStation 2, Xbox 360, PC"
13637,"macOS, PC, iOS, Xbox One"
4297,"PlayStation 3, Xbox 360"
42399,"PC, Android, Nintendo Switch, macOS, iOS, PlayStation 4"
13828,"Linux, Xbox One, Nintendo Switch, PlayStation 4, PC, macOS"
295118,"PC, PlayStation 5, Xbox Series S/X, PlayStation 4, Nintendo Switch, Xbox One"
57324,"SNES, PSP, Wii, PlayStation 4"
28323,"PlayStation 3, PlayStation 2, Xbox 360, Wii, PC"
52670,"PlayStation 5, PlayStation, PlayStation 4"
513072,"Xbox One, Nintendo Switch"
24353,"Wii, Xbox 360, PlayStation 3"
40588,"PC, Xbox 360, PlayStation 3"
25063,"Xbox 360, PSP, Nintendo DS, PlayStation 2, Xbox"
42277,"PlayStation 3, PS Vita"
42077,"PlayStation 3, PC, Xbox 360"
21492,"Nintendo Switch, PlayStation 4, PC"
3935,"PlayStation 3, PS Vita, PSP"
11844,"Xbox One, PlayStation 4, Android, macOS, PC, Linux"
428052,"PC, macOS, Linux, PlayStation 4, PlayStation 5"
40875,"PC, PlayStation 3, Xbox 360"
25047,"GameCube, Game Boy Advance, Xbox 360, PC, PlayStation 2, Nintendo DS, Wii"
285633,"PC, PlayStation 4"
2781,"PlayStation 4, PlayStation 3, Xbox One, PC"
979,"PlayStation 4, PC"
5657,"PlayStation 3, Wii, Wii U, macOS, Nintendo 3DS, Xbox 360, PC"
303579,"PlayStation 4, Nintendo Switch, PC, Xbox One, PlayStation 5"
3946,PlayStation 3
12811,"Xbox One, PC, macOS"
23743,"Nintendo 3DS, Nintendo Switch, PlayStation 4, PC, Xbox One"
10332,"macOS, Xbox One, PlayStation 4, PC"
236741,"Nintendo Switch, PS Vita, Xbox One, PC"
4598,"PlayStation 3, PC"
244246,"PlayStation 4, Xbox One, Nintendo Switch, PC"
43791,"Nintendo Switch, PlayStation 4, Xbox One, macOS, PC, Linux, Android, iOS"
325082,"Xbox One, PC, Linux, Nintendo Switch, PlayStation 4"
28516,Xbox 360
3436,PlayStation 4
18635,"Xbox, PlayStation 2, PSP, PlayStation 4, PC"
833438,"PC, PlayStation 5, Xbox One, PlayStation 4, Nintendo Switch"
28784,Xbox 360
397507,"PSP, PlayStation 3, Xbox 360, Nintendo Switch, iOS, PS Vita, PlayStation 4, PC"
29023,"Xbox One, Xbox 360"
10079,"PlayStation 4, Xbox One, macOS, PC, Linux"
349954,"PC, macOS, Linux, PS Vita, Xbox One, Nintendo Switch, iOS"
327207,"Xbox One, PC, Nintendo Switch, PlayStation 4"
615053,"PC, PlayStation 4"
16204,"Xbox One, Wii U, Nintendo Switch, PlayStation 4, macOS, PC"
10942,"macOS, PC, PlayStation 4"
44096,"Xbox One, PlayStation 4, Nintendo Switch, PC"
21960,"Xbox 360, Wii, PC, iOS, PlayStation 3, Nintendo DS"
375,"PlayStation 4, PC, Xbox One"
795371,"PC, PlayStation 4, Xbox One, Xbox Series S/X, PlayStation 5"
59235,"PlayStation 4, PC, Xbox One, Nintendo Switch"
397499,"Xbox One, PlayStation 4, PC"
